,0
F1E8A94D1E4C762B67,97311
Q21B797A3C389BDC9D,2827
E12FCCE65F1CF6ABAA,20145
R282B63B3E0C413D64,14268
H15D05131BF636F5AD,79723
R24D4E7A5639503F55,71110
A17EF4A0904CA9DFE1,8434
C25C0E2969FCF4C5A5,65455
DBBBBFA7AC6113F173,36939
U16FBEDD0B9808B5BC,14271
P177CAB450A57F1FD9,8438
T2E1BAB0BD5C327F14,25824
F2B6B4025D64C28236,8439
F2CB5EB16525A44FFB,111871
N26AAD39702A3DFC50,53570
Q1342480FA28525922,8442
H2B35C1A5286B6D569,82568
R2CED472118450AAC0,51227
J2046C0C1B0EE6CF23,31388
S12B9F52E8FECE15A7,105370
A2C42D62B647D9D748,76847
R1AA2EF72BF2D04D53,20153
Q243EB28A9A5E89838,48285
F2F785FF4C8785EC98,59833
E24D1CC5FC91EB7C4B,54102
A16D9D02F994A0E24C,25827
P2F9BF040885394728,8447
A02DE4B6E9E808E98C,105371
F1CDC250527150614A,70655
L26B1374B825E6ABEE,36949
A2A2A421B7681CC857,34203
L11E5124D255081188,42631
P1D3E308F00640B8A9,2843
A27A5FC0D0D664870C,97315
T2E91F9A8AA569E213,105374
C119C5A3255A5020F1,100618
A12532860118D8E5B6,71124
A10BFDE0D404FF09E1,105375
F27E13DC58F6E7E353,71127
A246E89A8988FEC101,62680
F289C042090A1A643A,14284
J2198B4A0EC2EB8B3B,110958
F187FED63BD2C61D6F,48293
A2CF605711AF7D7031,31398
B24B7ACDA57124477B,87870
J175C2A330DFA94F32,71130
A20ACA4AE9DA488B49,8457
T182683B7443EA941D,36955
A15D7E0A5F6654D2D7,5675
R17642CF3951B35BCF,82581
P2AE5CB28F17ED148E,32750
E26D18A9A18D5983EA,88324
E1FFA91889872D1684,36958
A18B09734771406896,88325
H1C6047DF5804D4F1D,20166
F2A1079D8414763447,94048
F282ABB34D18CE725D,78308
J2EA4042B617C4C97C,99696
A191934CCC961D39A0,48297
B224E81088AB59923E,45526
H21B1FB405617B69DD,14292
D147930B5C0A0EEFB4,54111
T220914D3AC8101465,94049
A21D9BCFADBCCBC863,76860
J2B670CBFB23631667,48300
A10C755BF63D23D4B5,89317
T2A1670A64D41196BE,23150
N137E6EFF11394A1B6,74101
R2573ADA824235F0B7,59849
H189F4FB1C821D2CF4,105383
D18512AAFAA59A19E7,36964
E239B723093DADC4E1,122336
N1F40AB5E845936B65,25839
M19C5FF19B5F14B05E,65479
L2164591530AEC871A,94056
B2413B6D76819CFA91,101076
L230D639E6F3D15342,107703
R21629E8698529C42C,49745
L17B932864CAC08457,40268
S1524310C73C5838F6,119610
F2CF8AC51D6C2F5A1A,91380
H182B5EBEB2A1D63AC,65483
K2773C7B6EDEF16C20,71142
N276FC1860E23CA9F7,122344
R2075BFBCF1030C84F,36968
Q174298B0D8389B170,82597
A2E56479454F667ED9,33949
F1A359AB88382868F0,44019
E268069EFA7D0B5EE4,11876
A20DD185B090D48FE0,54121
N148FAF7D45C5EF0E0,71146
L1173BA86A376A0C47,9728
H269835B8F024ECFA6,2861
E2B032AF5D194DC21D,25844
A1EA937D4941ADB625,62775
A23DD9E3914399396B,92524
P2B1DFE3300A1C269B,82601
Q25CC05E9880656906,65489
A2A86776EE8BA769FD,99706
N2B143099DF447324A,42650
D255BF0BF1C351B3E0,110974
A2AE35A20B2A5E9FAA,2867
H121F9E90AA36907D6,36972
J27A4954F5892C74F7,78313
N21F8E21C357737639,45616
R194B79BCB49F9757F,25852
J2ACEFCEF96C402411,65492
B25183089162D4880C,59861
T215D923FE55FCA66E,105398
L1F608460EE78685F7,116150
H2AF482C3031CDE20E,34384
A1E8F841929E81023D,99713
Q2D9648BA1D29E66E9,68789
T1788DFF420EB9C953,94072
E24983AAE52A7DB8C0,686
F2D7ECE96FFA9B16B3,76877
F2345D43A288186F9D,114918
N2FEF94F0E3738E66E,116628
A2D2CBD3F5BEC5F9FB,59359
L12641F0A828531EA2,14326
S2FC7486F6297F6DEA,8483
W15B82531BF8289601,116629
F1F8D5F706B5F9373C,40036
K1DA2BF00ADF0FD082,36977
F2AB1289DCD629617A,36978
E1AEC2C445671E941B,48329
P2213F1346D050F8BE,93586
M13F763C21EDD694F2,54131
F29232D7CC81F71E70,59869
P2F0E7C5D993913E80,31419
G29BD178A981550220,42657
T2702C000D79719849,94077
H10EDF30E007D0FCFA,20185
L1AEC7B384750A70A9,59872
F126C75CB9DF98ADA7,25364
C283BD02757F99C8C5,116634
F117069BFAC66444AF,42659
T11A4FDD04D85E3749,4240
M1A8DB7653E7C39BDB,88356
M26D21AA3A77C9AA74,76885
F2AD80E20B2425DDFF,31432
A219FD99A5284B966F,114255
P2F1FE596E222BF0B7,116637
F1DC04EF3D4D8572DA,53579
F2206F8F4985804761,14337
A117CE038E86101038,31435
F1D6F1683685BEB950,20191
U2E45434C4B29ED31B,64999
A19EAB70D08301DCF5,71161
H2D5CD616A184C3509,62902
J12E9DE29523039E13,59874
R2094D3BAFEF2DCF92,116643
F28058187762B535FE,38407
q1E7DE8949A788C18C,36991
A23AE969ED79E44100,122363
L1E8F1990FFE7634A8,65000
N15EAA50D4827C3D43,82625
A2CD53F36880555F1A,106763
R2953835C30932F5E0,99721
A1F0386DB4B866F17A,82626
Q1EBDFEF9D720D3B20,99722
H258AE8A5394C734D4,45894
T1022F2CA34D8DDBA6,100142
A2B9650D6F8D5FE1B7,5896
B229AE7D141AE2BF1D,51683
A2509AD0B79FB5A24D,14346
M2ED390F7E6B7251D7,59878
P28E7FBE1D629CAE52,110994
T2E1FF53FE064B4E0E,42668
A20D9301A132968EF3,14349
A1685FCCF8D4D5B573,8507
F16E3A15E8A9044233,122371
H2B01269BF565DCB0F,54150
N26BBADC34038677C9,82633
F1E020E33B5B981E7C,28924
B1507986303AF1EB9B,59884
B183110C7AEC9A86B6,76894
A27965A4CD5E97A098,71175
R15AF356493D211C0D,71176
H2CED62866B7F43170,350
E2C34AD83948633731,76896
K27E896228F38A58EC,31441
T2FB28D882105C3BF2,105146
F222CA5C66330085D0,88368
C138FE0FD6316BB66E,42670
F10CFF4343E6C0079B,71178
J2CDC40FDEB1129C7F,103047
Z2CD778DE7F422065D,2897
M1AF3C1AC522BF9ED0,99724
A27BC6C2141E99E527,34510
P23ADEAAF32B10B571,57308
F29A965A232E569392,108534
F2CAA4A50529B6921C,45790
E1727F4EF8910F8382,37003
N13CB205B590E4B0DC,14354
R1F5CDD0EBE6AFB7BB,88373
T242CCB60A9B7C4D55,25885
F1FC0F918F804458DF,88374
R10B07D18BF180D9BC,94093
A154E9BCA92F04119F,113291
H2703824858EA74F6D,25886
F2A12E4D63E0928D31,105429
D121E28FBE578C3CB2,99731
D2C04326F666338E99,17618
G2F1960F1A758302B8,2902
A10C4164E191853489,5966
T2B4F3CDAEA39660BD,51686
C25420354654DD8F95,65518
F2D6B061951443D030,68795
A151D9238D608FDA51,42674
C2963CA26A7807D3E9,97322
R1EF9B4C27897EA24D,8522
N287EE6FC710C173CC,14357
A1F7974E8064B1BAC0,76906
E24E720ADEE608CA62,14358
H179FEE1655D16B76F,48361
L23DFEE96CEA0A5C9A,37013
P189366BA6A642F2C5,76907
A28F7AF75AF0BA201D,37014
F2E37B45A67051A80A,71187
C2D05BD26BA095489B,91634
A16BF8CA989C000663,59898
A1B88936D833D8D081,6012
R260CB98D90E398B6E,111016
A2B20E909BB9CE40C4,2910
F2BC26E1AB4F43900F,116670
F298EA40946B1FFEFC,54163
R2A403EBE2DEAEE4B4,71193
F11D0A7C6BEF512745,94107
A2B11148E2AC87BAE7,111018
P2979D71FFE71DC4BD,102463
U1D09CA0D67E88C6B0,2915
F2584F19FA9F9040C6,8534
F28DDC1D976E31892C,111020
H27A40A7E767EAF847,105437
S1931E6740FA133B8A,82660
P158924A757960AB17,56570
N2D9C3B0954D666012,59906
N11B6755194880C5D6,122395
K26B6C3B553C20C798,25901
A1AB767A04E477E505,59907
A2C50B916C2C129C6E,111021
A120F939EAE9D270D4,48369
S29E32DD3A0F2F1019,76918
R1BE9D003EBF279BC6,14374
S247F7EB01608EAA0E,29062
B2DEDD94976E227DA5,71203
S25AA8401D0676CDBD,65528
B272C7B5F689D93DB2,78324
L2B7AD4DFC0EB8A384,82663
R1E49AA9BB75BA2BBB,65529
U14D9313809EFBC34B,94114
A23FD0AB87DDCB16B4,84055
Q1FD8DDCFDBF02FBE3,54175
N2DAC54406E6A0FE03,78389
B2ACDC97590EBCE048,71207
A2395F0583AB5F846B,118746
F2BBF7AB54158AEE6B,82666
E259A1736337C087EE,14381
T1FC829F9200A38AA1,65533
H22E3912027EACA926,95446
B10CDC14F6816387F8,42692
N296D09AE3F10C3AD5,59913
P22CBEFB30D9E1FCDF,31465
N2A862704DE251ABB4,2929
V1B6FF2758F3C6F52B,94123
S171F15DB360E93C92,14384
K198196AFF2B9DA068,2931
V2CAB911A43FA8A556,20232
H269AD5AD4672A1EAA,103329
A1D924268FFBF85B60,94126
A123B03D8F52022FF4,54181
A294FA8FDF8B4B48DA,94127
F239C3C5BFE1E0AAC5,124606
J2F41BEE8B79DC9AB7,31470
F1ED53615700A8A1BA,65537
F26AA343C7CB2D5B1B,122434
F29AA9C8F42C57BB90,20234
E2ACE6D970861BCCFA,38489
T165470EA7762EEBF0,76926
A20DCE529DC16C5333,48388
A13616ADC156582920,114762
T2E899249352A2E55C,77078
A17C57D3C5CC66BBF4,20591
F167D780D2101B7EEF,2939
N23B3B326DF8D480CB,46530
A2D0BDD66125624336,40363
F250C9529630E6578D,54189
W11C87EC42C73A7A3F,105454
F21134794392A7E980,20240
F19BEE867F010F9F93,31476
C152AD97B349C59C72,99769
G119FECEBB8EE01B3E,59370
E299EB73F75F5DB44E,116696
ACBB54A513E30E6FBC,8560
E23E394F5F66D9EB14,89732
G24E92B0CA46BAD3BB,65543
T143286D9C22D35521,2946
A212BFDF0F9A43F513,105463
K1BFA5624E4E062092,20245
S26D6593502E4AD9AD,99773
H269FA710092C1284A,106772
R1A72AF352D9B7B60D,48396
C210D38EA65784842D,76936
G21A4576AB3730727A,94139
S2F6A3653E79570EE6,82682
E22EC513D017B28DDE,111208
F14965088F0AEF8747,120089
O2CC148EA8F1E42468,59928
C28587008E09688E85,76375
F13FC092DB3F2A2789,105466
A265E04CBF5B6621D6,106773
A2C9A65D5F60E637C2,94140
N2A8FCC08A3A090B53,108538
M1997E0F4C067962A0,82120
F2372B2ECBA242C729,25929
F247FB5390AC7BFAA6,17835
L2CD609C9EABAD97BF,111047
T2883246782B32E273,25930
H254C3BC27863262D1,6201
F29E9385E4459C2360,2950
K1B2EA4D1A032B2696,82121
A123C51ACBEF0F6A07,42716
D23C837303D527D6BF,94142
F1919B8864945EC52F,99989
T2B164B9DA75283072,42719
A12D563F4E9265BADE,123730
C1D7252DABF9FB7032,114283
S2C6DEBAFBDC6FCD47,20251
T2E4A79CCA69FCE7FD,65556
H28088D13B4DCA1D13,20253
S1CC0747C356B11909,42721
T23FF827FA5AA97F2B,25935
A1FB017EBA41BAEF66,99782
K29AC546915B9912D2,20256
L24E6431BD23DBD068,114437
U25D2EE9873EBD082D,59933
S13BA9969C6AA67C3D,8568
K249D4E1DEAD6D46D0,82692
L174188686FD37A1D9,25940
R11FEACB1631217B90,65560
D1DBDC79249DCDF116,2961
F16B8A1CA65CF3DEF5,116710
H1F1AA8CF56650FBF0,31500
F2C8CFBFAE918C2BBC,105477
A2A66939D69FAF9B95,2963
G2CD09FCB330A970FD,31501
R15D3B9693DD3E58C4,37058
N171C2A4DE13C64AB0,25944
A107AFFEAC631B067D,2964
N27994072EEF84A068,20261
L18F22085087FC90EC,111060
T237B647BE362E8119,54210
M2AA633356A103D891,116712
F24D4DC96C9C1B4EE3,120166
H2B835679CACD6D353,37063
H2AA8A71020D17E1F6,17930
H24634B97E0CB8E7A3,76949
A1DA73BB6F277FE2A0,44037
N2104903DEED6A0187,37066
F2D9AC62946499641E,82700
E27943FDA00C255495,48411
E236FAE2BD1AB62002,2968
T2DED207E87B1DE115,74474
N1C3A29143826886F7,2969
K18AC9370B5CBF0B25,2970
N2D1388907E7373D45,37070
A210CEC3D51EAF41B5,117230
T11B9233B9FC004250,94158
S27805EDD54483EF74,105486
E2AFC2FF4B94FEB12D,105201
N168F860A2B970498F,65568
N17A1078972DAC6070,50844
H2A232942964FBF90E,71247
F29FF89D3D57A18624,112406
H17B9077A6EA54CF1E,48415
E2E1BFFFD740A60890,59949
E128061A47FFAEEEDB,99801
B1966A88EB6C645BD0,12172
E28354B683D9941C7D,76959
T29EC33CBDB5ABBDF7,54219
N296D7AD62A8109ED1,107250
R233952EF6F717C9C2,31517
H29361D3F030AFA2D7,116102
D13E648D09EDCDB5FA,2979
F1514FA630C5F7F23E,25956
R1DC00F239C2217B00,111072
P2158B65757C52BF60,34918
R20F3372A134FAFF6B,29069
V2691A1DEE1BC95D62,71253
A2271A47F1791F2D71,65578
Q2F4FFB23C46E20849,122449
B10A06F23D73439E33,82713
S2F43C45CABF3D8694,61216
T2C1FDC14C92FAF316,20275
F1F849FDEFEB8D03B5,71255
T2888BFBBE9B57F6D5,8583
P279EBFECC3ED86686,48426
M25CE44C04D35DB9CA,34632
K2FFBA48F96EFCF393,2983
E282236DEF20C2B97F,82717
E207565E9EE1CF269D,6400
L2F9D928E3BC526636,63435
Q2F49B01A13CF8ECEB,14428
K18AEA285C9EC5EF4C,31522
M2A196DBA7908DF0FC,103041
J2B55394F279856218,2986
G2F85EFE9F9516ED91,76971
F1C5DF47325FE58BA7,25962
P2318E5734EEBCE25D,76972
M1B4449AE5F625F64C,48432
S1619F70818675AB6F,20277
F194399022794C6C4B,40616
M11E0478726DD5D5EC,2989
P1D962DDDF0C2F4DA9,54230
Q232B2FCCD5ADC5A2C,25966
G29C63831AEEA88733,31526
F26C4593D08714375C,71260
Q23E50665CADE68878,67297
F1C017F47DABF8C839,20285
F2E073397979164874,122459
M2D966794EB4E07A0B,25968
D2348706454118C43F,108913
J2B07E7C9C37B76CCF,31530
A1CC16A0C6D02A66A2,31531
S1902AB37584ED9A72,10211
R261696ABE6621A1FF,111092
P2CCE63B0107CE587A,76976
L249747AA797B45D9B,2993
T1153AFD73690D33B4,37088
L1C7A688CD59B3EAB7,66885
T10E16101ABC830014,111093
G2A2BEE4C3BC777D9E,25972
F11B4C46BDE0DFEB08,42752
S1A0131B75AB41172B,25973
E1D18BF5A7570DF64C,42753
D17AB459ED15846127,25974
A18DC8FCBD9A2C6990,54244
T136C0ABFC9574CA84,48444
C1B3B9BF58C64E6983,65019
I1E1F22982741BFE38,20296
J1B7D33B804144306E,99827
S2A39DDDCFB8561531,14444
T2FB3BB060E2BD702B,76983
N2A2F8AFFAE3F1C465,115600
H254F7018D779B9BC4,11892
D296E93D914BDEB603,71270
N2F9BA6D9A83926DA0,54246
B109A574762E136AC4,31542
J234165867181FE082,76985
P1F2921AE48FC786C2,48449
F280BCA841138BDBD9,14450
U2D096C2075D11899D,99832
T25E8978316C4CEF2E,59977
L18C04543D5DCC741F,122473
L1A13C5B2C5208BFCF,54252
Q263D77846ED534037,31547
E2A81C8EC940DC1E3A,59377
C1989FED1991EFA920,14453
E2E2A0905C36193583,37101
S2FFD6A4575E82FF30,99835
A2DCF71488B0E5FB2B,94187
R1C6778FDB150ACCF0,76990
P1AC6CF78E69678444,25983
R24D4790CD8FAEA7AA,8603
T1BF28F9F5859E9641,14457
T24C88F1A5F230514A,14458
S26F694D50EE28DA2C,8605
K2FF6857D3772FD682,82742
E2D53EE72AE5FB1436,54255
E14E6A67009D87B76C,120416
E212783A3D1D104C3D,14461
V17916D0E19E0ADCE5,25388
F1000C955F021F16E9,65597
J20FF4D017E97F615E,71283
A2CC2D706226800C74,27229
T246C2701164AF7942,88719
F2649CC8377690FEE7,3005
C2E83780E9CF5B0208,59379
C2512B0732CD30B120,37103
A23C51E99B7EC0CCD4,54259
J1903C5435DF23831E,99842
N21C1F13406BDEB469,124967
U27551F88A6080543D,23991
A2C0E3C987E5F82B1A,88477
L243B10A6EBB6ED7E1,37107
G15B4774D56620A68F,88478
T2C767B69B85F5C083,35120
A24C47CD1EC5DF5B44,40287
E143F694713AC52154,96026
P28B59BA2FF57C219C,101098
T1A3492255914EBC1A,91727
F112492A68F3009378,105525
A151AF37072EA51E15,9727
S2940129CF1F48F439,82753
F2904C19553FF24616,103525
K23A9BEF2CB7FE9F8D,21647
P22EB3EFD609425093,76389
T128C4D92EAEAB7023,54265
G2052D6E88E620BE2E,94205
G2D70049B29640E7D7,66890
F22EA86194B8A2477C,25997
F1D9F29C4127343948,65607
E149B60DE0DA3D570E,121857
F1F769D99848459CA2,119973
R23695D42079A41174,8619
F181A3A99D6D655C1C,94209
Y1751AD299DDDD0246,14472
F21EACCA3E60DDEB97,119974
A1162910B914153858,77013
K2007198943A4114EC,54270
D281EEA9E0D321F8CE,59995
S220EDF7FC49DF81F9,8621
C28419F1C0768134E4,31568
J198DF100398FE6631,71298
T23969225C0D5E5BA5,94212
B1A2D67E591041A21E,76947
Y2A5F795D3FB35AD7A,14477
B25DB239F28A29F275,119975
E250E149B13A1D7963,14478
L2B104FDB0C61FC668,3020
K19444D125B805066A,20325
G2B037CCE91AE7273D,65615
A24FE28B85EC3DB084,26004
A2AC60E0A5574D5B46,65616
N27A0CCA2EB042AD27,104898
M1272CBAC413F9005A,86583
F149617CECF070FD9C,14481
F2BFBCFFABE7510C87,71305
F2392B2D503B59579D,18308
F253616B2AE23269C4,71306
T29060DA69D22F5460,46940
F235D77404F23D8275,20331
A227170A4B9BBC7C04,109803
R25DFFA22860244816,77019
R16CB16ED907D1C9B4,111132
G278232A72BCC4A923,24101
F23AC0E0F2295EB4CA,52338
K1B9D3F3CF4EEA778C,116769
R27D6BC9DFF60971C1,116770
A1A34985F281887FB2,92333
E1EDCD66DD2BD9CA3B,82769
M2D695BC52A0CFB978,8629
F188FEBAB59B2A9DFA,37130
R2A51A42D480A0E97D,26012
L1897DAD56569143D4,31576
R1B8B9D5EBD808C70D,60005
Q26CBB65F7BBFE7D38,88502
U2028460BDF2FEE2B9,26014
A2F48A5CA56C19DF42,54284
R297EEAF76E3C98EB6,20335
T2E4C0B747E88C02AE,60007
A161F5851A5FF3BBE2,48488
F22A6D74481AE4DF3F,14490
L114B96F0BDAED772F,121862
F1A788CDEA806997CD,80873
A20DB9F400900D20A8,94225
J2E0967AC87FB4DD9A,60008
V28631CBF25FC57BBC,3037
F13A34CD54F4C22E00,26017
N105EE09ED28AA6839,14494
A1D804000C5B24BF54,7971
N2680CEFE750F5B8FC,20339
K2527E630508340B01,116774
P25653496D85EFBE4B,42790
H226F3C087F1F8926F,100659
A29EB6F888EEE26F40,104900
T1FEC586D8C0A93681,54290
R272543F2F7FFC7C34,92392
A2FC1C5FB0366B597C,82776
P276F1C1B6C3562442,54292
F2053A03930690DC62,82136
S2BE5495F745583BA7,20342
A2E3D3BD8E7AF3B9BF,31583
E1B89C8C0FFE82E425,105552
S2DB868031419B6775,37137
F2DE7ADCFA009B9117,70766
S1EBBEF0F767679D15,82779
T2388691419FA34153,3955
A27E5A7AAA229BCDC6,26024
K205A5690610FB57BD,114280
F1C8902C1F81CE0C5A,8639
A1AA0270B128E32B1C,105555
F2106975422357D165,65628
N19DDDB341D0AAC242,111148
H19505361DEF108CF5,35321
S18F41629254F5B30B,42158
T22F8702903E16370C,105560
L2B98BDFB9723E6D35,17726
A1B56716D4993D514F,114988
F1867BA8E1B8D2B932,31585
R234AFB23550D00DB5,35332
F2A39FB7B57B399F6B,42801
V1F9FEEF5A55B47BD7,116597
F240B6F061EFB2AD9C,42802
Q1DAB4B9B2B2A176E9,77038
K2A754B8A2CCADF65C,14506
R1306FB48DC597645B,31587
P261141D66CE059226,43524
O2428C3A3E643BB300,82785
D2449572D9C4EF18E0,114281
S2A047AAF0A55ACBE2,8645
C192CCD563D8640472,60022
R2A5BC65075E8C4121,4267
D27AAD39C172DE06BB,65634
N1027D465325069A90,26034
A2676CC462E2C9B765,77041
P14312E06EFC302F3B,71329
L27F920630A3903857,63855
S29A0464E033E9B16E,105564
E10031091B4373F101,109312
X2773C67DBFD6ADFD4,71331
P26D692C017256DB37,6083
P1E8D6E170CEF47963,104906
E23C8CA14926CAD1D9,122517
F1111C0D79C8991E76,109487
N1B264E8D40756664A,99878
S2DEED9862A6DC6430,122519
Q27FA8092692B5CE76,6833
F189CBB7F6B776FCF3,94248
L1EC770F5D5970D086,65640
N2F30D2F5C184358A4,20356
A28F7E70C669E00CF0,14509
H1BDA415EFF1EFC4AF,8654
Q2528CFA6F9DD6A109,103766
S28A354E480EDFB365,1227
N2FCE0741E440A237B,1230
R230D9D5FECED40F3F,41048
B1CD9053DE197051FC,82795
R198C72B93538C242A,95479
E2D446B2B9D5CFE2FF,63116
B13DED3F4707E16917,42856
M1C2CA5CFFC731DE0A,54312
E14B63383BECDDCFD8,60034
F14082203838D20D29,116791
F2DAB9F4141EBAE3F7,20360
E17C4F1D2064F2F082,20361
S1239F6999B9F5E366,119567
M28088A8D1B6BBAF76,125013
P19B681D983522C3C7,37156
R14FAAD002BAEFD5B9,31596
K1C33A607B765BD525,77053
H1E599DD861BF1EC6B,76400
N200C8B77082BDA898,99885
N2B866B677EFCBC566,60037
A2E23C33273D2103E8,8664
L2510C29B947AF6B44,8665
A17E08978EF0C4A57C,14515
N202C12BA8D5CCDFA2,20366
F1601731CB587605A2,14516
H2AB644C29A84FFDD0,91639
H2518A99F948647F51,101059
S186E3F081676E4FBD,31604
G18339680783C98CE2,64566
J2A675A00E97FE1C56,20369
K2619A60E6315EF8FF,121586
Q235CFD7D783FA6D71,92569
M2F8EBE5E904394DAA,48517
S29C90FFA933E4EBA8,31609
T21D3B7CF5964087CE,123412
H20F7A10A8BC35794F,88527
I2627A0D66AD7F2878,14528
S16B0358E48813BFAD,91740
N2DF416533008CBD1E,42832
E267A1DA69C2D28CA5,93291
T2A7AAB8BA024B5628,82811
U251EDF99323F3AA67,71348
S2130B7A8870059984,101637
F1D18DF8B99C55D5BB,48524
H223B2E53B1EDB554A,31611
M17F5DBA6190368846,82813
R1B4475B4D9BF00FAD,8678
B26126E05263EE13B2,116179
G2F69E11640BFF6AAD,65656
A29283CA0385ABDAC3,65032
H2A763D775AD1EEEB5,116808
R15BEA2C231190ECA7,119986
F24D623F7412C5B779,104538
A27B259F3A80955070,37176
L12CB6A081B9C4E643,26057
A2731DD1A02BBF6B8E,65657
N21A221F7A23653070,53617
A1F6B4AC3AB8468C4D,111180
F263CF1B6E127B15C1,34649
S2F550AE2BD8B9265A,94274
F1A470F5F048982BEC,98815
A2155B739BD80FDDA7,54341
R2D2488B17ECF9D62A,26061
L261823570B08CA9E6,106799
E2D85241959D69B10D,94275
P269B2783DCF929113,8685
R20A7B831DD8D31F7A,82826
H11162E418A59E043E,88544
A1FED913E5D9DEC324,14972
P26D93E9E6D67B898C,116816
F1BF024EDF5486ECF4,42845
M26E70E0CD2D652EA6,37182
F2E045B669C5EBEEC0,77072
F1072CB70524A6E6F4,42846
E1A3C5AA899E9BF2C1,69760
S2B4D985ECED7042F0,65665
P1965A406CAFC78A92,26064
N27E583860A1BE5290,87904
L22AA24F2E6A097FB0,71364
K1DAD0B650B4D448AC,71365
Q2425EEA10B501A236,47825
N22EE37212D59BD333,60060
F16CEFC25F3D6CD4E5,9956
Y2D3E28D82D7B63708,94280
E1115BD4799B4EA119,7761
E2D6BA53F9AB45F0AD,94281
M25317667C09EBEE19,54352
H280684825705A1899,75486
Q2D713717F71268CF3,99909
F24EE5CE662E7B4B72,37188
N2C39DF67C3073D164,31629
H22D6D89C73FD9D5B9,65419
E19E7866D86FF61D29,111194
R2B00F44FF88093D06,107363
R198466058069DBA24,77081
D241281E6DE631F640,81230
C27720326AC42FD0C6,109592
A235C506689510E7E7,82842
N149FC3EAB52FC15AB,65673
E2EEB6F4D8317DCDE1,8694
P11D4D94867FDE229A,108559
R29583F298788B2258,71370
F2F8AEE74676D64DC0,104913
A2A06F301E7D193701,65675
V21066A72664D00DD9,23530
A2DBF78C0AE43C3FBE,8697
A2024D7DAF43E23CC9,42855
A2C27680F5BB93F61E,105609
S2293D03FED7B3CD98,77088
L24D66EEC4CAAD2BFC,54357
F121967B95554C7140,99916
T2A48B39BDA440E0AC,96983
J280ED18DA3F9119B7,41288
F2584B1185C7BAA39E,54358
D1B0377C0DF5679978,48541
Q29E4C86E7C4CC12E4,20398
H253FF5BCBE4195D15,105610
A1C8F397913052F07D,31639
G2F7DB0E0C5FB4D9FB,46978
G2FF8DC4A4FD735199,77091
K25CE1F9F98F45E084,30076
A235D8ACA8246B825A,37200
W20DA3918FAF40F826,72264
S1BE2BFA1979E624F8,101110
S1B30D97B23AE4578C,90451
S1D8A33D7FA2342B3A,106007
N2565CF4235BE0CA16,20404
G248E43FE5D4E0C8F0,8702
H26CE54E1960C4F5FE,77098
H1B16ED66487EF7A07,59390
E2583C87DD1A9A5557,42864
N2911FBCC94DAE5441,48551
Q2299617711D538821,20409
N26CBF96964C77B3AB,48552
F21A397CBA5CF295FF,64189
H1B045DE5E8D9F256B,41070
R2A17BA899FCD8E323,60083
E2AF6732475C4432F0,11914
G21558EA291D962B17,65686
E28339C6EFF45E931D,20410
A2DA54875EF989DFE1,26084
J2461BF347649D79D9,111209
W271714ABF06095504,98461
D1CDE38138DD0BCDF4,65689
S10A05F5934EDDE963,20412
N1C04F3F69F9D97755,116845
R26B39ACA016AE4C9C,6091
R18FB67AB1D15FA5AD,20413
A28F37E7367FF62855,111214
K250B3AF7C6AB449AF,77103
D297184DFFC4C948A6,42870
N2D5E74F652AE06CCD,82858
J2B42C5D56D7EA8FDB,82146
H192E33ACA64743D9F,88576
Q26212F008A6007B08,71386
N1BED021AB0AE4FF06,37214
K1D944990A6D9762EC,14563
V2151082C9518469BA,87127
A26FE6ADF95026BBB5,17083
B120839C7455EE3AEB,3106
K284DB4D8F2B8EB773,77106
S23D85E835ABE92C8A,28789
T2A2F943862D7FE4EB,82861
M211B2CC9435C3BD57,26093
G2195E236BB74EA064,20419
Q22554E226A08BAD6B,105629
C14BF60059D5FB96FE,99934
A1E801A0A251353782,60099
H2ABB436805B72A7DE,6564
P29948B59864FCB8F5,37223
F128DE203BDB3CD1FC,109748
E2E26A2E3E1B4E97F0,71393
E108A7F1ED397841F0,71394
V22795453896CA8E41,94308
L2E9592216E96182C2,42878
A2E7FEAACEDC4B6AB8,92897
R1DF1DB713E4541B2C,20424
P13E5EFEA6C42EC9B2,42879
D1AEDCA441BD262AFE,48564
F1CBF61716764EC0F9,87293
S1D017E53B93273227,94311
Q11A66FA5397DEC03D,82148
D1209986FD8EA95692,82866
D1E26E8E37335FA67C,118883
F2FEA7A68B3EF4E445,60104
H162D1B116FDC10CBD,42884
N206E22916A31208F4,3118
P2B2A7EFF0570D554C,115446
G15E24EBABE1824C51,99941
A131E7A3C43065B6F8,41482
Q108979AF10D446820,51729
M2568A3CC6BC875CF1,75703
P2193EA4D1C1089603,45939
Y25C0575C9615F610F,19677
F298FE26D33E1BE2F3,92736
P21723B2B9E8D7D53F,37228
B14CE6E2A0A3388DDA,65709
J202AA19D03BD4CA3E,18998
Q1A5CA0594FC19AE67,105639
L2FD66BC3BBDF7A1E0,61238
S261B79541027E62D0,60108
E2B63F18AB4D86268E,123892
N16E189B69A8D2521A,20431
F2AF7D0E349F849B8F,106018
P1AA9F0EA08C7A579F,3124
F2149DA6E92B2325C7,99948
M211A416E5C35177FC,71403
A14A1F97177FCABF87,48575
N1D7CBB3C96B14CA2C,60109
F291549D3ABE30D814,77127
A20F0E2A0806A86269,64356
F20BE3CFEF7E5B1752,82879
H2E074FEE70AFA7610,122606
N15AB0BA8BBF2107B6,3126
