DATA_TYPE,CUSTOMER_ID,ITEM,ITEM_ID,cnt,MIN_DIST
WEB,F15BF2B5C3B27A0918,movie_日新,WEB_294,1,6
WEB,A13BB76D30CFF1A2FD,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,25
WEB,C1CB225F66239EF017,BANNER_飯店精選,WEB_60,1,4
WEB,H15D049DF809A9482E,BANNER_飯店精選,WEB_60,1,3
WEB,J1E8E74B6A06F28B53,movie_ez訂,WEB_106,1,4
WEB,B16DD30989037E9A55,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,13
WEB,F1FDC0ED6074AF07F7,刷ETC聯名卡登錄享eTag自動儲值5%現金回饋,WEB_428,1,22
WEB,A2A41862A7B1AAD03B,BANNER_飯店精選,WEB_60,1,27
WEB,A2E097F4B7D310CBD9,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,21
WEB,L2CDB01B5FAD64A5B1,movie_國賓,WEB_231,1,25
WEB,A235804E78DC4736F2,食分幸福,WEB_454,1,22
WEB,F2F8420CB838ADD489,BANNER_飯店精選,WEB_60,1,17
WEB,J101912F20CC0F2DD5,食分幸福,WEB_454,1,26
WEB,H1F4BC3C2C2CDC37AF,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,17
WEB,N1E2BE997D2CB9BDAD,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,20
WEB,F1017AD9D19BDD9AB6,刷ETC聯名卡登錄享eTag自動儲值5%現金回饋,WEB_428,1,17
WEB,E297FD88374240FD17,BANNER_OPENPOING,WEB_1,1,19
WEB,K2A2E06CACA3FCFAC1,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,26
WEB,F288FFFBA37323AE4C,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,12
WEB,R143F7EE0FE9D1F28A,BANNER_OPENPOING,WEB_1,1,25
WEB,O238023DABDA7AC2AF,BANNER_OPENPOING,WEB_1,1,2
WEB,F102F8CDC04E46FBDC,綁定「178」APP，支付車資享5%回饋,WEB_472,1,24
WEB,D1E844C30D08C1648C,movie_ez訂,WEB_106,1,27
WEB,L1711C8A965E574547,movie_ez訂,WEB_106,1,13
